location,size,total_sqft,bath,price,bhk,price_per_sqft
Harlur,2 BHK,1200,2,52,2,4333.33
Harlur,2 BHK,1197,2,79,2,6599.83
Harlur,3 BHK,1749,3,112,3,6403.66
Harlur,2 BHK,1174,2,75,2,6388.42
Harlur,3 BHK,1750,3,136,3,7771.43
Harlur,3 BHK,1620,3,110,3,6790.12
Harlur,3 BHK,1762,3,133,3,7548.24
Harlur,3 BHK,1756,3,131,3,7460.14
Harlur,3 BHK,1755,3,130,3,7407.41
Harlur,3 BHK,1864,3,140,3,7510.73
Harlur,2 BHK,1331,2,88,2,6611.57
Harlur,3 BHK,1752.12,3,133,3,7590.8
Harlur,2 BHK,1133,2,55,2,4854.37
Harlur,3 BHK,1756,3,128,3,7289.29
Harlur,3 BHK,1749,3,120,3,6861.06
Harlur,2 BHK,1197,2,82,2,6850.46
Harlur,2 BHK,1303,2,90,2,6907.14
Harlur,3 BHK,1754,3,132,3,7525.66
Harlur,2 BHK,1174,2,75,2,6388.42
Harlur,3 BHK,1756,3,134,3,7630.98
Harlur,2 BHK,1197,2,78,2,6516.29
Harlur,2 BHK,1290,2,89.9,2,6968.99
Harlur,2 BHK,1386,2,85,2,6132.76
Harlur,2 BHK,1174,2,74,2,6303.24
Harlur,2 BHK,1174,2,78,2,6643.95
Harlur,3 BHK,1755,3,115,3,6552.71
Harlur,4 BHK,2569,4,175,4,6811.99
Harlur,2 BHK,1197,2,77,2,6432.75
Harlur,3 BHK,1752.12,3,125,3,7134.21
Harlur,4 BHK,2569,5,180,4,7006.62
Harlur,2 BHK,1225,2,56,2,4571.43
Harlur,2 BHK,1197,2,76,2,6349.21
Harlur,2 BHK,1197,2,75,2,6265.66
Harlur,3 BHK,1755,3,117,3,6666.67
Harlur,2 BHK,1197,2,79.9,2,6675.02
Harlur,2 BHK,936,2,45,2,4807.69
Harlur,4 BHK,2990,4,225,4,7525.08
Harlur,2 BHK,1370,2,88,2,6423.36
Harlur,2 BHK,1335,2,72.76,2,5450.19
Hebbal,3 BHK,1760,2,123,3,6988.64
Hebbal,4 BHK,5611.5,4,477,4,8500.4
Hebbal,2 BHK,1349,2,98.2,2,7279.47
Hebbal,4 BHK,2483,5,212,4,8538.06
Hebbal,3 BHK,1760,2,130,3,7386.36
Hebbal,3 BHK,3450,5,260,3,7536.23
Hebbal,3 BHK,1920,3,134,3,6979.17
Hebbal,2 BHK,1337,2,82,2,6133.13
Hebbal,2 BHK,1349,2,98,2,7264.64
Hebbal,3 BHK,1790,3,127,3,7094.97
Hebbal,2 BHK,687.325,2,42.72,2,6215.4
Hebbal,3 BHK,1985,4,189,3,9521.41
Hebbal,4 BHK,2483,5,215,4,8658.88
Hebbal,2 BHK,1080,2,54,2,5000
Hebbal,2 BHK,812,2,55,2,6773.4
Hebbal,4 BHK,3067,4,230,4,7499.18
Hebbal,3 BHK,2526,2,250,3,9897.07
Hebbal,4 BHK,3067,4,230,4,7499.18
Hebbal,2 BHK,823,2,50.63,2,6151.88
Hebbal,2 BHK,1420,2,123,2,8661.97
Hebbal,2 BHK,1420,2,99.39,2,6999.3
Hebbal,4 BHK,4235,4,365,4,8618.65
Hebbal,3 BHK,1700,3,124,3,7294.12
Hebbal,4 BHK,3960,5,386,4,9747.47
Hebbal,2 BHK,1420,2,99.39,2,6999.3
Hebbal,2 BHK,1440,2,115,2,7986.11
Hebbal,2 BHK,1100,2,54,2,4909.09
Hebbal,3 BHK,2400,4,180,3,7500
Hebbal,2 BHK,1420,2,107,2,7535.21
Hebbal,2 BHK,1320,2,92,2,6969.7
Hebbal,2 BHK,919,2,49,2,5331.88
Hebbal,3 BHK,1645,3,135,3,8206.69
Hebbal,3 BHK,2080,3,175,3,8413.46
Hebbal,4 BHK,2483,5,230,4,9262.99
Hebbal,3 BHK,2600,3,195,3,7500
Hebbal,3 BHK,1645,3,117,3,7112.46
Hebbal,2 BHK,1251,2,88.73,2,7092.73
Hebbal,3 BHK,1645,3,121,3,7355.62
Hebbal,3 BHK,1760,3,123,3,6988.64
Hebbal,4 BHK,3960,5,386,4,9747.47
Hebbal,3 BHK,1645,3,120,3,7294.83
Hebbal,3 BHK,1255,2,90,3,7171.31
Hebbal,3 BHK,1645,3,117,3,7112.46
Hebbal,3 BHK,1636,3,119,3,7273.84
Hebbal,3 BHK,2661,2.69,226.5,3,8511.84
Hebbal,3 BHK,1255,2,95,3,7569.72
Hebbal,3 BHK,1255,2,95,3,7569.72
Hebbal,2 BHK,1088,2,61.45,2,5647.98
Hebbal,2 BHK,1349,2,97.8,2,7249.81
Hebbal,2 BHK,1344,2,108,2,8035.71
Hebbal,3 BHK,1255,2,90,3,7171.31
Hebbal,2 BHK,1138,2,110,2,9666.08
Hebbal,4 BHK,2790,5,204,4,7311.83
Hebbal,2 BHK,1088,2,62,2,5698.53
Hebbal,3 BHK,1987,4,165,3,8303.98
Hebbal,2 BHK,1299,2,100,2,7698.23
Hebbal,2 BHK,1200,2,60,2,5000
Hebbal,3 BHK,1645,3,117,3,7112.46
Hebbal,2 BHK,1390,2,95,2,6834.53
Hebbal,2 BHK,1333,2,100,2,7501.88
Hebbal,3 BHK,2650,4,199,3,7509.43
Hebbal,3 BHK,1800,3,140,3,7777.78
Hebbal,4 BHK,2470,4,203,4,8218.62
Hebbal,3 BHK,1255,2,95,3,7569.72
Hebbal,2 BHK,1333,2,104,2,7801.95
Hebbal,3 BHK,1645,3,117,3,7112.46
Hebbal,3 BHK,2600,3,199,3,7653.85
Hebbal,2 BHK,1345,2,97,2,7211.9
Hebbal,2 BHK,985,2,62,2,6294.42
Hebbal,2 BHK,1320,2,91,2,6893.94
Hebbal,3 BHK,2388,3,195,3,8165.83
Hebbal,2 BHK,1040,2,55,2,5288.46
Hebbal,3 BHK,2600,3,195,3,7500
Hebbal,4 BHK,2630,5,188,4,7148.29
Hebbal,3 BHK,1645,3,113,3,6869.3
Hebbal,2 BHK,1420,2,99.39,2,6999.3
Hebbal,3 BHK,3520,5,320,3,9090.91
Hebbal,2 BHK,1162,2,69,2,5938.04
Hebbal,2 BHK,1100,2,60,2,5454.55
Hebbal,4 BHK,4235,5,364,4,8595.04
Hebbal,2 BHK,1299,2,97,2,7467.28
Hebbal,4 BHK,2470,5,192,4,7773.28
Hebbal,3 BHK,1645,3,117,3,7112.46
Hebbal,3 BHK,1920,3,134,3,6979.17
Hebbal,3 BHK,3520,5,240,3,6818.18
Hebbal,3 BHK,1920,3,150,3,7812.5
Hebbal,4 BHK,2375,4,189,4,7957.89
Hebbal,2 BHK,1420,2,99.26,2,6990.14
Hebbal,2 BHK,1252,2,92,2,7348.24
Hebbal,2 BHK,1162,2,59,2,5077.45
Hebbal,2 BHK,1294,2,115,2,8887.17
Hebbal,4 BHK,4225,6,359,4,8497.04
Hebbal,2 BHK,1150,2,57,2,4956.52
Hebbal,3 BHK,1740,2,137,3,7873.56
Hebbal,3 BHK,1662,3,155,3,9326.11
Hebbal,3 BHK,2250,3,219,3,9733.33
Hebbal,2 BHK,1349,2,98,2,7264.64
Hebbal,4 BHK,4000,6,370,4,9250
Hebbal,2 BHK,1349,2,96.8,2,7175.69
Hebbal Kempapura,3 BHK,1700,3,155,3,9117.65
Hebbal Kempapura,3 BHK,1800,3,175,3,9722.22
Hebbal Kempapura,3 BHK,2900,4,300,3,10344.83
Hebbal Kempapura,3 BHK,3522,3,380,3,10789.32
Hebbal Kempapura,5 Bedroom,2280,5,200,5,8771.93
Hebbal Kempapura,2 Bedroom,1200,2,125,2,10416.67
Hebbal Kempapura,3 BHK,2900,4,240,3,8275.86
Hebbal Kempapura,2 BHK,1300,2,102,2,7846.15
Hebbal Kempapura,3 BHK,1466,2,140,3,9549.8
Hebbal Kempapura,3 BHK,1725,2,165,3,9565.22
Hebbal Kempapura,3 Bedroom,1200,3,125,3,10416.67
Hebbal Kempapura,3 BHK,3408,3,260,3,7629.11
Hebbal Kempapura,2 BHK,1485,3,132,2,8888.89
Hebbal Kempapura,2 BHK,1400,2,108,2,7714.29
Hebbal Kempapura,3 BHK,1800,3,150,3,8333.33
Hebbal Kempapura,5 Bedroom,2400,5,200,5,8333.33
Hebbal Kempapura,5 Bedroom,2800,5,220,5,7857.14
Hebbal Kempapura,3 BHK,1785,3,165,3,9243.7
Hebbal Kempapura,4 BHK,3729,4,384,4,10297.67
Hebbal Kempapura,3 BHK,1600,3,170,3,10625
Hebbal Kempapura,3 BHK,1730,3,175,3,10115.61
Hegde Nagar,3 BHK,1569,3,101,3,6437.22
Hegde Nagar,6 Bedroom,3000,7,210,6,7000
Hegde Nagar,3 BHK,2026,3,132,3,6515.3
Hegde Nagar,3 BHK,1801,3,115,3,6385.34
Hegde Nagar,2 Bedroom,1050,1,56,2,5333.33
Hegde Nagar,2 BHK,1341,2,97,2,7233.41
Hegde Nagar,3 BHK,2112.95,4,145,3,6862.44
Hegde Nagar,4 Bedroom,1200,4,83,4,6916.67
Hegde Nagar,3 BHK,1703,3,113,3,6635.35
Hegde Nagar,3 BHK,1570,3,105,3,6687.9
Hegde Nagar,3 BHK,1801,3,140,3,7773.46
Hegde Nagar,3 BHK,1584.01,3,103,3,6502.48
Hegde Nagar,3 BHK,1965,4,125,3,6361.32
Hegde Nagar,2 Bedroom,1200,2,75,2,6250
Hegde Nagar,3 BHK,1847,3,135,3,7309.15
Hegde Nagar,3 BHK,1965,4,132,3,6717.56
Hegde Nagar,3 BHK,1703,3,125,3,7339.99
Hegde Nagar,3 BHK,1847,3,125,3,6767.73
Hegde Nagar,3 BHK,2144.6,4,145,3,6761.17
Hegde Nagar,3 BHK,1718,3,119,3,6926.66
Hegde Nagar,3 BHK,1847,3,123,3,6659.45
Hegde Nagar,2 BHK,1340,2,72,2,5373.13
Hegde Nagar,3 BHK,2087.01,3,115,3,5510.28
Hegde Nagar,3 BHK,1703,3,130,3,7633.59
Hegde Nagar,3 BHK,2087.01,4,135,3,6468.58
Hegde Nagar,3 BHK,1718,3,130,3,7566.94
Hegde Nagar,3 BHK,1884,4,118,3,6263.27
Hegde Nagar,3 BHK,1930,4,122,3,6321.24
Hegde Nagar,3 BHK,1584.01,3,104,3,6565.62
Hegde Nagar,3 BHK,1168,2,68,3,5821.92
Hegde Nagar,3 BHK,2162.03,4,129,3,5966.61
Hegde Nagar,3 BHK,2087.01,4,160,3,7666.47
Hegde Nagar,2 Bedroom,1000,2,66,2,6600
Hegde Nagar,3 BHK,1348,2,80.5,3,5971.81
Hennur,2 BHK,1075,2,52,2,4837.21
Hennur,2 BHK,1255,2,52.32,2,4168.92
Hennur,2 BHK,1225,2,57,2,4653.06
Hennur,2 BHK,1255,2,57.5,2,4581.67
Hennur,2 BHK,1259,2,57,2,4527.4
Hennur,2 BHK,1255,2,53.5,2,4262.95
Hennur,2 BHK,1285,2,60,2,4669.26
Hennur,2 BHK,1285,2,60,2,4669.26
Hennur,2 BHK,1100,2,60,2,5454.55
Hennur,2 BHK,1231,2,48,2,3899.27
Hennur,2 BHK,1255,2,58,2,4621.51
Hennur,2 BHK,1040,2,42.12,2,4050
Hennur,2 BHK,1255,2,54.5,2,4342.63
Hennur,2 BHK,1041,2,40.6,2,3900.1
Hennur,2 BHK,1255,2,55.5,2,4422.31
Hennur,2 BHK,1231,2,50,2,4061.74
Hennur,5 Bedroom,2500,5,125,5,5000
Hennur,2 BHK,1160,2,49,2,4224.14
Hennur,3 BHK,2400,3,135,3,5625
Hennur,2 BHK,1255,2,53.5,2,4262.95
Hennur,2 BHK,1255,2,55.5,2,4422.31
Hennur,2 BHK,1100,2,44.55,2,4050
Hennur,2 BHK,1255,2,57.5,2,4581.67
Hennur,2 BHK,960,2,48,2,5000
Hennur,2 BHK,1020,2,48,2,4705.88
Hennur,2 BHK,1255,2,52.32,2,4168.92
Hennur,2 BHK,1295,2,64,2,4942.08
Hennur,3 BHK,1935,3,102,3,5271.32
Hennur,3 BHK,1345,2,69,3,5130.11
Hennur,2 BHK,1255,2,58,2,4621.51
Hennur,2 BHK,1420,2,62,2,4366.2
Hennur,2 BHK,1155,2,54.5,2,4718.61
Hennur,2 BHK,1255,2,52.32,2,4168.92
Hennur,2 BHK,1255,2,52.35,2,4171.31
Hennur,2 BHK,1255,2,54.5,2,4342.63
Hennur,3 BHK,1830,2,113,3,6174.86
Hennur,3 BHK,1830.5,3,84.205,3,4600.11
Hennur,2 BHK,1255,2,55.5,2,4422.31
Hennur,2 BHK,1255,2,53.57,2,4268.53
Hennur,2 BHK,1255,2,56.5,2,4501.99
Hennur,2 BHK,1050,2,42.73,2,4069.52
Hennur,2 BHK,1295,2,62,2,4787.64
Hennur Road,3 BHK,2089,3,140,3,6701.77
Hennur Road,4 Bedroom,3203.5,2.69,224.5,4,7007.96
Hennur Road,8 Bedroom,5000,8,250,8,5000
Hennur Road,2 BHK,1385,2,83.09,2,5999.28
Hennur Road,2 BHK,1317.5,2,63.77,2,4840.23
Hennur Road,3 Bedroom,2264,3,159,3,7022.97
Hennur Road,2 BHK,1157,2,84,2,7260.16
Hennur Road,3 BHK,1904,3,120,3,6302.52
Hennur Road,3 BHK,1891,3,109,3,5764.15
Hennur Road,3 BHK,1561,3,95,3,6085.84
Hennur Road,3 BHK,2060,3,149,3,7233.01
Hennur Road,3 BHK,1482,2,92,3,6207.83
Hennur Road,2 BHK,1232,2,89,2,7224.03
Hennur Road,2 BHK,1065,2,42.6,2,4000
Hennur Road,3 BHK,1482,2,87,3,5870.45
Hennur Road,3 BHK,1891,3,139,3,7350.61
Hennur Road,3 BHK,1703,3,101,3,5930.71
Hennur Road,2 BHK,1232,2,69.61,2,5650.16
Hennur Road,2 BHK,987,2,49,2,4964.54
Hennur Road,3 BHK,2160,3,160,3,7407.41
Hennur Road,3 BHK,1680,3,99.27,3,5908.93
Hennur Road,2 BHK,1065,2,42.6,2,4000
Hennur Road,2 BHK,1385,2,83.09,2,5999.28
Hennur Road,3 BHK,2350,3,174,3,7404.26
Hennur Road,3 BHK,1586,3,93.94,3,5923.08
Hennur Road,3 BHK,1975,3,123,3,6227.85
Hennur Road,3 BHK,1290,2,94.5,3,7325.58
Hennur Road,2 BHK,901,2,49.5,2,5493.9
Hennur Road,3 BHK,1445,3,86.56,3,5990.31
Hennur Road,3 BHK,1482,2,97,3,6545.21
Hennur Road,2 BHK,1182,2,82.5,2,6979.7
Hennur Road,2 BHK,1036,2,59.46,2,5739.38
Hennur Road,3 BHK,1891,3,109,3,5764.15
Hennur Road,2 BHK,1232,2,69.61,2,5650.16
Hennur Road,3 BHK,2320,3,170,3,7327.59
Hennur Road,3 BHK,1936,3,118,3,6095.04
Hennur Road,2 BHK,1480,2,65,2,4391.89
Hennur Road,3 BHK,1590,3,96.5,3,6069.18
Hennur Road,3 BHK,1445,2,105,3,7266.44
Hennur Road,2 BHK,1036,2,59.45,2,5738.42
Hennur Road,3 BHK,1832,3,125,3,6823.14
Hennur Road,2 BHK,1359,2,104,2,7652.69
Hennur Road,2 BHK,1341,2,75.76,2,5649.52
Hennur Road,2 BHK,1040,2,50,2,4807.69
Hennur Road,2 BHK,1414,2,84.18,2,5953.32
Hennur Road,3 BHK,1949,3,133,3,6824.01
Hennur Road,2 BHK,1232,2,89,2,7224.03
Hennur Road,3 BHK,1250,2,77.88,3,6230.4
Hennur Road,4 BHK,2502,4,180,4,7194.24
Hennur Road,3 BHK,1831,3,110,3,6007.65
Hennur Road,2 BHK,1232,2,87,2,7061.69
Hennur Road,2 BHK,1232,2,74,2,6006.49
Hennur Road,2 BHK,1232,2,66,2,5357.14
Hennur Road,2 BHK,1341,2,95,2,7084.27
Hennur Road,2 BHK,1232,2,88,2,7142.86
Hennur Road,3 BHK,2365,4,175,3,7399.58
Hennur Road,2 BHK,1310,2,66,2,5038.17
Hennur Road,2 BHK,1015,2,50,2,4926.11
Hennur Road,3 BHK,2264,3,168,3,7420.49
Hennur Road,3 BHK,2002,3,120,3,5994.01
Hennur Road,2 BHK,1232,2,69.6,2,5649.35
Hennur Road,2 BHK,1195,2,73,2,6108.79
Hennur Road,2 BHK,1020,2,47,2,4607.84
Hennur Road,5 Bedroom,5100,6,375,5,7352.94
Hennur Road,2 BHK,1061,2,54.92,2,5176.25
Hennur Road,2 BHK,1020,2,45,2,4411.76
Hennur Road,3 BHK,2041,3,128,3,6271.44
Hennur Road,2 BHK,1232,2,87,2,7061.69
Hennur Road,2 BHK,1066,2,52.23,2,4899.62
Hennur Road,2 BHK,973,2,56,2,5755.4
Hennur Road,2 BHK,1255,2,84,2,6693.23
Hennur Road,2 BHK,1232,2,83,2,6737.01
Hennur Road,3 BHK,1832,3,116,3,6331.88
Hennur Road,3 BHK,2050,3,120,3,5853.66
Hennur Road,3 BHK,1445,2,86.69,3,5999.31
Hennur Road,3 BHK,1445,2,83,3,5743.94
Hennur Road,3 BHK,1654,3,97.8,3,5912.94
Hennur Road,3 BHK,1480,3,100,3,6756.76
Hennur Road,3 BHK,1450,3,88.6,3,6110.34
Hennur Road,2 BHK,1155,2,69.18,2,5989.61
Hennur Road,2 BHK,1053,2,53,2,5033.24
Hennur Road,2 BHK,1195,2,59,2,4937.24
Hennur Road,3 BHK,1904,3,129,3,6775.21
Hennur Road,3 BHK,1981,3,134,3,6764.26
Hennur Road,2 BHK,1155,2,69.18,2,5989.61
Hennur Road,3 BHK,1590,3,105,3,6603.77
Hennur Road,3 BHK,2041,3,138,3,6761.39
Hennur Road,3 BHK,1100,2,78,3,7090.91
Hennur Road,4 Bedroom,1880,4,154,4,8191.49
Hennur Road,2 BHK,1232,2,69.61,2,5650.16
Hennur Road,3 BHK,1748,3,103,3,5892.45
Hennur Road,2 BHK,1460,2,80.3,2,5500
Hennur Road,3 BHK,1933,3,140,3,7242.63
Hennur Road,2 BHK,1030,2,46.5,2,4514.56
Hennur Road,2 BHK,1232,2,69.61,2,5650.16
Hennur Road,3 BHK,1445,2,89.56,3,6197.92
Hennur Road,2 BHK,973,2,50.74,2,5214.8
Hennur Road,3 BHK,1305,2,77,3,5900.38
Hennur Road,2 BHK,1165,2,67,2,5751.07
Hennur Road,2 BHK,980,2,51,2,5204.08
Hennur Road,2 BHK,1232,2,80,2,6493.51
Hennur Road,2 BHK,1085,2,43.4,2,4000
Hennur Road,2 BHK,950,2,55,2,5789.47
Hennur Road,2 BHK,1140,2,56,2,4912.28
Hennur Road,3 BHK,1891,3,110,3,5817.03
Hennur Road,2 BHK,1165,2,52,2,4463.52
Hennur Road,2 BHK,1450,2,80,2,5517.24
Hennur Road,2 BHK,1155,2,69.18,2,5989.61
Hennur Road,3 BHK,1936,3,131,3,6766.53
Hoodi,2 BHK,985,2,67,2,6802.03
Hoodi,2 BHK,1425,2,80,2,5614.04
Hoodi,2 BHK,1420,2,75,2,5281.69
Hoodi,3 BHK,1639,3,110,3,6711.41
Hoodi,3 BHK,1639,3,98.32,3,5998.78
Hoodi,2 BHK,1026,2,60.87,2,5932.75
Hoodi,2 BHK,1050,2,50,2,4761.9
Hoodi,2 BHK,1400,2,78,2,5571.43
Hoodi,5 Bedroom,2400,5,160,5,6666.67
Hoodi,2 BHK,1196,2,71.74,2,5998.33
Hoodi,2 BHK,1500,2,84,2,5600
Hoodi,2 BHK,1055,2,57.63,2,5462.56
Hoodi,3 BHK,1925,2,114,3,5922.08
Hoodi,2 BHK,1400,2,82,2,5857.14
Hoodi,1 BHK,706,1,48.24,1,6832.86
Hoodi,2 BHK,1257,2,69,2,5489.26
Hoodi,2 BHK,1132,2,67.9,2,5998.23
Hoodi,3 BHK,1925,3,110,3,5714.29
Hoodi,2 BHK,1257,2,71.03,2,5650.76
Hoodi,2 BHK,1305,2,75,2,5747.13
Hoodi,2 BHK,1240,2,65,2,5241.94
Hoodi,2 BHK,1108,2,74.23,2,6699.46
Hoodi,2 BHK,1257,2,68.5,2,5449.48
Hoodi,2 BHK,1000,2,48,2,4800
Hoodi,2 BHK,1063,2,61.17,2,5754.47
Hoodi,2 BHK,1259,2,69.45,2,5516.28
Hoodi,1 BHK,711,1,42.65,1,5998.59
Hoodi,1 BHK,863,1,40.55,1,4698.73
Hoodi,3 BHK,1715,2,100,3,5830.9
Hoodi,2 BHK,1447,3,76,2,5252.25
Hoodi,3 BHK,2144,3,140,3,6529.85
Hoodi,2 BHK,1108,2,66.46,2,5998.19
Hoodi,3 BHK,1837,3,110,3,5988.02
Hoodi,4 Bedroom,3385,4,220,4,6499.26
Hoodi,2 BHK,1181,2,55,2,4657.07
Hoodi,3 BHK,1490,3,85,3,5704.7
Hoodi,2 BHK,1258.5,2,59.135,2,4698.85
Horamavu Agara,2 BHK,1200,2,45,2,3750
Horamavu Agara,3 BHK,1560,3,75,3,4807.69
Horamavu Agara,2 BHK,755,2,37.49,2,4965.56
Horamavu Agara,2 BHK,982,2,47.65,2,4852.34
Horamavu Agara,3 BHK,1650,2,75,3,4545.45
Horamavu Agara,2 BHK,950,2,39,2,4105.26
Horamavu Agara,3 BHK,1756,3,92,3,5239.18
Horamavu Agara,2 BHK,1106,2,43.09,2,3896.02
Horamavu Agara,2 BHK,1079,2,41,2,3799.81
Horamavu Agara,3 BHK,1265,2,65,3,5138.34
Horamavu Agara,2 BHK,1060,2,37,2,3490.57
Horamavu Agara,2 BHK,1107.83,2,41.51,2,3746.96
Horamavu Agara,2 BHK,980,2,38.19,2,3896.94
Horamavu Agara,3 BHK,1250,3,65,3,5200
Horamavu Agara,2 BHK,1145,2,41.21,2,3599.13
Horamavu Agara,5 Bedroom,2400,3,80,5,3333.33
Horamavu Agara,2 BHK,1000,2,46,2,4600
Horamavu Agara,2 BHK,760,2,37.49,2,4932.89
Horamavu Agara,2 BHK,1150,2,42,2,3652.17
Horamavu Agara,2 BHK,750,2,37.49,2,4998.67
Horamavu Agara,1 BHK,625,1,27,1,4320
Horamavu Agara,2 BHK,1080,2,38,2,3518.52
Horamavu Agara,2 BHK,994,2,42.28,2,4253.52
Horamavu Agara,2 BHK,1107.83,2,41.51,2,3746.96
Horamavu Agara,2 BHK,1090,2,46,2,4220.18
Horamavu Agara,3 Bedroom,1400,3,63,3,4500
Horamavu Agara,3 BHK,1557,3,70,3,4495.83
Horamavu Agara,2 BHK,1058,2,47,2,4442.34
Horamavu Banaswadi,2 BHK,1460,2,80.5,2,5513.7
Horamavu Banaswadi,2 BHK,1156,2,46,2,3979.24
Horamavu Banaswadi,2 BHK,1180,2,58,2,4915.25
Horamavu Banaswadi,2 BHK,1307,2,51.6,2,3947.97
Horamavu Banaswadi,6 Bedroom,3800,8,200,6,5263.16
Horamavu Banaswadi,2 BHK,1357,2,54,2,3979.37
Horamavu Banaswadi,2 BHK,925,2,38,2,4108.11
Horamavu Banaswadi,2 BHK,1272,2,48,2,3773.58
Horamavu Banaswadi,2 BHK,1225,2,49.5,2,4040.82
Horamavu Banaswadi,2 BHK,1272,2,51.5,2,4048.74
Horamavu Banaswadi,2 BHK,1272,2,51.5,2,4048.74
Horamavu Banaswadi,2 BHK,1156,2,46.9,2,4057.09
Horamavu Banaswadi,2 BHK,1200,2,45,2,3750
Horamavu Banaswadi,2 BHK,1254,2,47,2,3748.01
Horamavu Banaswadi,3 BHK,1610,3,68,3,4223.6
Horamavu Banaswadi,2 BHK,1210,2,50,2,4132.23
Horamavu Banaswadi,2 BHK,1357,2,54,2,3979.37
Horamavu Banaswadi,2 BHK,1272,2,50,2,3930.82
Horamavu Banaswadi,2 BHK,1200,2,45,2,3750
Horamavu Banaswadi,2 BHK,1025,2,45,2,4390.24
Horamavu Banaswadi,2 BHK,1081,2,52,2,4810.36
Horamavu Banaswadi,2 BHK,1000,2,50,2,5000
Hormavu,2 BHK,1500,2,78,2,5200
Hormavu,2 BHK,1150,2,55,2,4782.61
Hormavu,2 BHK,1180,2,50,2,4237.29
Hormavu,2 Bedroom,1200,2,67,2,5583.33
Hormavu,2 Bedroom,1200,3,70,2,5833.33
Hormavu,2 BHK,1175,2,52,2,4425.53
Hormavu,1 BHK,1351,2,53,1,3923.02
Hormavu,2 BHK,1141,2,44.4,2,3891.32
Hormavu,2 BHK,1130,2,42.3,2,3743.36
Hormavu,3 BHK,1725,3,85,3,4927.54
Hormavu,2 BHK,1153,2,65,2,5637.47
Hormavu,2 BHK,1150,2,53.11,2,4618.26
Hormavu,2 BHK,1123,2,56,2,4986.64
Hormavu,3 BHK,1385,2,69,3,4981.95
Hormavu,2 BHK,1030,2,49.35,2,4791.26
Hormavu,2 BHK,1018,2,50.8,2,4990.18
Hormavu,3 BHK,1555,3,75,3,4823.15
Hormavu,2 BHK,1143,2,53,2,4636.92
Hormavu,2 BHK,1100,2,38,2,3454.55
Hormavu,2 BHK,1000,2,50,2,5000
Hormavu,2 BHK,1200,2,68,2,5666.67
Hormavu,2 BHK,1200,2,68,2,5666.67
Hormavu,2 BHK,765,2,37.49,2,4900.65
Hormavu,2 BHK,1081.5,2,38.665,2,3575.13
Hormavu,2 BHK,1250,2,60,2,4800
Hormavu,2 BHK,965,2,37.15,2,3849.74
Hormavu,1 BHK,583,1,28.275,1,4849.91
Hormavu,2 BHK,1129,2,44,2,3897.25
Hormavu,3 BHK,1385,2,69.25,3,5000
Hormavu,2 BHK,1165,2,40,2,3433.48
Hormavu,2 BHK,1065,2,50.92,2,4781.22
Hormavu,2 BHK,1046,2,60,2,5736.14
Hormavu,2 BHK,1400,2,75,2,5357.14
Hormavu,3 BHK,1365,2,65,3,4761.9
Hormavu,2 BHK,1196,2,44.8,2,3745.82
Hormavu,2 BHK,1263,2,47.36,2,3749.8
Hormavu,2 BHK,1015,2,39.08,2,3850.25
Hormavu,2 Bedroom,1200,2,73,2,6083.33
Hormavu,2 BHK,1250,2,65,2,5200
Hormavu,2 BHK,1075,2,53.7,2,4995.35
Hormavu,2 BHK,980,2,42,2,4285.71
Hormavu,2 BHK,1075,2,53.7,2,4995.35
Hormavu,4 BHK,2282,4,115,4,5039.44
Hormavu,2 BHK,1206,2,55,2,4560.53
Hormavu,2 BHK,1310,2,67,2,5114.5
Hormavu,2 BHK,1310,2,60,2,4580.15
Hormavu,2 BHK,1020,2,45.75,2,4485.29
Hormavu,2 BHK,1210,2,69,2,5702.48
Hosa Road,3 BHK,1652,3,85,3,5145.28
Hosa Road,2 BHK,1161,2,55.15,2,4750.22
Hosa Road,2 BHK,1161,2,55.15,2,4750.22
Hosa Road,2 BHK,1365,2,92,2,6739.93
Hosa Road,2 BHK,1243,2,48.5,2,3901.85
Hosa Road,3 BHK,1332,2,86.12,3,6465.47
Hosa Road,1 BHK,615,1,28.29,1,4600
Hosa Road,3 BHK,1318,2,85.28,3,6470.41
Hosa Road,2 BHK,1133,2,52,2,4589.59
Hosa Road,2 BHK,1016,2,40,2,3937.01
Hosa Road,2 BHK,972,2,40,2,4115.23
Hosa Road,2 BHK,1161,2,55.15,2,4750.22
Hosa Road,3 BHK,1532,3,98.13,3,6405.35
Hosa Road,3 BHK,1680,3,101,3,6011.9
Hosa Road,2 Bedroom,880,2,50,2,5681.82
Hosa Road,3 BHK,1533,3,98.18,3,6404.44
Hosa Road,2 BHK,1040,2,68.59,2,6595.19
Hosa Road,2 BHK,1040,2,61,2,5865.38
Hosa Road,2 BHK,1245,2,62,2,4979.92
Hosa Road,3 BHK,1311,2,84.86,3,6472.92
Hosa Road,1 BHK,800,1,39.99,1,4998.75
Hosa Road,2 BHK,1364,2,64.79,2,4750
Hosa Road,2 BHK,1016,2,45,2,4429.13
Hosa Road,2 BHK,1360,2,77.61,2,5706.62
Hosa Road,2 BHK,1170,2,65,2,5555.56
Hosa Road,2 BHK,1161,2,55.15,2,4750.22
Hosa Road,3 BHK,1470,2,84.22,3,5729.25
Hosa Road,2 BHK,1161,2,48.75,2,4198.97
Hosa Road,2 BHK,1016,2,39.95,2,3932.09
